station_a,station_b,r_eff_before,r_eff_after,r_eff_delta,r_eff_pct_change,sp_m_before,sp_m_after,sp_m_delta,sp_m_pct_change
metro_rail_gtfs::80401,metro_rail_gtfs::80112,25604.760962880842,25604.76096288082,-2.1827872842550278e-11,-8.524927404787762e-14,25584.76096288102,25584.76096288102,0.0,0.0
metro_rail_gtfs::80409,metro_rail_gtfs::80401,9056.445097769592,9056.445097769592,0.0,0.0,9048.44509776955,9048.44509776955,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80154,34377.16612259141,34377.16612259146,5.093170329928398e-11,1.4815561910384912e-13,34603.73442651874,34603.73442651874,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80153,33981.62848405409,33981.62848405421,1.1641532182693481e-10,3.4258311629050625e-13,34585.45035198548,34585.45035198548,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80105,33707.374132101395,33707.374132101526,1.3096723705530167e-10,3.885417966467294e-13,33688.37413210284,33688.37413210284,0.0,0.0
metro_rail_gtfs::80409,metro_rail_gtfs::80107,32570.395313564703,32570.39531356489,1.8917489796876907e-10,5.808185505503606e-13,32551.39531356594,32551.39531356594,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80102,33905.50374408063,33905.50374408085,2.1827872842550278e-10,6.437855342692285e-13,34266.54157048908,34266.54157048908,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80105,33147.88533387873,33147.88533387896,2.3283064365386963e-10,7.023996894785488e-13,33129.885333880164,33129.885333880164,0.0,0.0
metro_rail_gtfs::81403,metro_rail_gtfs::80107,31686.54798658991,31686.54798659015,2.4010660126805305e-10,7.577556298327882e-13,31668.54798659115,31668.54798659115,0.0,0.0
metro_rail_gtfs::80101,metro_rail_gtfs::80105,848.8613063936937,848.8613063937009,7.275957614183426e-12,8.571432764552124e-13,1607.7646961337002,1607.7646961337002,0.0,0.0
metro_rail_gtfs::80153,metro_rail_gtfs::80105,833.743150175309,833.7431501753163,7.275957614183426e-12,8.726857441231786e-13,1455.5650181053147,1455.5650181053147,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80153,33024.85945879837,33024.8594587987,3.346940502524376e-10,1.0134609374189768e-12,33629.68132672977,33629.68132672977,0.0,0.0
metro_rail_gtfs::80409,metro_rail_gtfs::80112,18316.01051906087,18316.01051906106,1.8917489796876907e-10,1.0328389895381473e-12,18302.01051906105,18302.01051906105,0.0,0.0
metro_rail_gtfs::81403,metro_rail_gtfs::80401,8172.597770794751,8172.597770794837,8.549250196665525e-11,1.0460872340024813e-12,8165.597770794759,8165.597770794759,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80154,32860.90829911302,32860.908299113384,3.637978807091713e-10,1.1070840690030194e-12,33089.476603040355,33089.476603040355,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80101,33039.977615016716,33039.977615017124,4.0745362639427185e-10,1.2332139904631278e-12,33781.88100475815,33781.88100475815,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80102,32948.73471882491,32948.73471882535,4.3655745685100555e-10,1.3249597005058378e-12,33310.77254523337,33310.77254523337,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80107,30897.377411855734,30897.377411856152,4.18367562815547e-10,1.3540552560134563e-12,30880.37741185699,30880.37741185699,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80105,32191.116308623008,32191.116308623452,4.43833414465189e-10,1.378745024590215e-12,32174.116308624456,32174.116308624456,0.0,0.0
metro_rail_gtfs::81403,metro_rail_gtfs::80112,17432.163192086067,17432.16319208631,2.4374458007514477e-10,1.3982463185395204e-12,17419.16319208626,17419.16319208626,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80153,31919.92623832038,31919.926238320873,4.94765117764473e-10,1.5500196149278677e-12,32525.748106251784,32525.748106251784,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80154,31755.975078635027,31755.975078635558,5.311449058353901e-10,1.6725825754685673e-12,31985.54338256237,31985.54338256237,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80102,31843.80149834692,31843.80149834752,6.002665031701326e-10,1.8850340566320066e-12,32206.839324755387,32206.839324755387,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80105,31086.183088145015,31086.183088145623,6.075424607843161e-10,1.954381015712436e-12,31070.18308814647,31070.18308814647,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80154,33221.9182524788,33221.918252479525,7.275957614183426e-10,2.190107614764401e-12,33450.48655640626,33450.48655640626,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80112,16642.99261735188,16642.99261735227,3.892637323588133e-10,2.33890467482975e-12,16630.992617352098,16630.992617352098,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80102,33309.74467219069,33309.74467219149,8.003553375601768e-10,2.402766353920358e-12,33671.78249859927,33671.78249859927,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80107,29381.119588377333,29381.11958837806,7.275957614183426e-10,2.476405840253164e-12,29366.119588378602,29366.119588378602,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80154,34104.43878953567,34104.43878953652,8.512870408594608e-10,2.496118015935987e-12,34332.00709346321,34332.00709346321,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80102,34192.26520924756,34192.26520924849,9.313225746154785e-10,2.723781442721131e-12,34553.30303565622,34553.30303565622,0.0,0.0
metro_rail_gtfs::80120,metro_rail_gtfs::80401,12477.362985584172,12477.362985584543,3.710738383233547e-10,2.9739764624310288e-12,12465.362985584297,12465.362985584297,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80112,16083.503819129188,16083.503819129672,4.838511813431978e-10,3.0083692383479353e-12,16072.503819129419,16072.503819129419,0.0,0.0
metro_rail_gtfs::80153,metro_rail_gtfs::80154,455.19889621422044,455.198896214235,1.4551915228366852e-11,3.196825684199067e-12,540.2047236894138,540.2047236894138,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80107,30624.65007879999,30624.650078801224,1.2332748156040907e-09,4.027065819301651e-12,30608.650078801453,30608.650078801453,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80401,11582.959389485124,11582.95938948563,5.056790541857481e-10,4.365715506563872e-12,11571.959389485293,11571.959389485293,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80112,15126.734793873444,15126.734793874115,6.71207089908421e-10,4.437223889059456e-12,15116.734793873711,15116.734793873711,0.0,0.0
metro_rail_gtfs::80132,metro_rail_gtfs::80102,44622.27742142904,44622.277421431216,2.1755113266408443e-09,4.8753928583575485e-12,44975.31524783886,44975.31524783886,0.0,0.0
metro_rail_gtfs::80139,metro_rail_gtfs::80136,4158.939514118258,4158.939514118461,2.0372681319713593e-10,4.898527918127905e-12,4155.93951411833,4155.93951411833,0.0,0.0
metro_rail_gtfs::80419,metro_rail_gtfs::80423,12086.115392770633,12086.115392771251,6.184563972055912e-10,5.1170816851171536e-12,12082.115392770853,12082.115392770853,0.0,0.0
metro_rail_gtfs::80139,metro_rail_gtfs::80102,54922.671567295976,54922.67156729879,2.815795596688986e-09,5.126836543700959e-12,55268.70939370619,55268.70939370619,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80102,53484.975451607104,53484.97545160994,2.837623469531536e-09,5.305459048212524e-12,53832.01327801734,53832.01327801734,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80105,51558.064237203595,51558.06423720635,2.7575879357755184e-09,5.348509445755492e-12,51527.06423720671,51527.06423720671,0.0,0.0
metro_rail_gtfs::80401,metro_rail_gtfs::80423,37302.619523425295,37302.619523427515,2.219167072325945e-09,5.949091781429325e-12,37280.61952342606,37280.61952342606,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80112,14021.801573395422,14021.801573396267,8.458300726488233e-10,6.032249623712247e-12,14012.801573395725,14012.801573395725,0.0,0.0
metro_rail_gtfs::80417,metro_rail_gtfs::80418,720.6679904845114,720.667990484555,4.3655745685100555e-11,6.057677912924982e-12,719.6679904845246,719.6679904845246,0.0,0.0
metro_rail_gtfs::80120,metro_rail_gtfs::80112,13127.397977296443,13127.397977297256,8.130882633849978e-10,6.193826566325e-12,13119.397977296721,13119.397977296721,0.0,0.0
metro_rail_gtfs::80139,metro_rail_gtfs::80107,51355.05643684854,51355.05643685175,3.208697307854891e-09,6.248065001740646e-12,51324.05643685142,51324.05643685142,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80107,49917.36032115967,49917.3603211629,3.230525180697441e-09,6.4717468229746135e-12,49887.36032116257,49887.36032116257,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80401,13048.902563328877,13048.902563329755,8.785718819126487e-10,6.732917788670484e-12,13036.902563329179,13036.902563329179,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80136,2721.243398429415,2721.2433984296076,1.9281287677586079e-10,7.0854697116452025e-12,2719.243398429481,2719.243398429481,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80112,15487.744747239236,15487.74474724035,1.1132215149700642e-09,7.187757372928691e-12,15477.744747239612,15477.744747239612,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80112,16370.265284296142,16370.26528429742,1.278749550692737e-09,7.811416177350717e-12,16359.265284296562,16359.265284296562,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80401,13931.423100385737,13931.423100386832,1.0950316209346056e-09,7.860156231306234e-12,13918.423100386128,13918.423100386128,0.0,0.0
metro_rail_gtfs::80409,metro_rail_gtfs::80423,28246.174425655598,28246.17442565805,2.4519977159798145e-09,8.68081347593995e-12,28232.174425656507,28232.174425656507,0.0,0.0
metro_rail_gtfs::80120,metro_rail_gtfs::80409,5188.612541764154,5188.61254176462,4.656612873077393e-10,8.974678366510136e-12,5182.612541764332,5182.612541764332,0.0,0.0
metro_rail_gtfs::80410,metro_rail_gtfs::80417,13032.004527576142,13032.004527577361,1.2187229003757238e-09,9.351768546403332e-12,13025.004527576619,13025.004527576619,0.0,0.0
metro_rail_gtfs::80410,metro_rail_gtfs::80418,13752.672518060626,13752.67251806194,1.3133103493601084e-09,9.549491908830159e-12,13744.672518061143,13744.672518061143,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80136,1551.9505942276992,1551.950594227852,1.5279510989785194e-10,9.845359154225379e-12,1550.9505942277603,1550.9505942277603,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80119,2352.125210447948,2352.1252104481864,2.382876118645072e-10,1.0130736697436561e-11,2350.125210448009,2350.125210448009,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80417,15579.040852945658,15579.04085294727,1.6116246115416288e-09,1.0344825633067812e-11,15569.040852946282,15569.040852946282,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80419,17833.076934593875,17833.076934595745,1.8699211068451405e-09,1.048568967488574e-11,17821.07693459461,17821.07693459461,0.0,0.0
metro_rail_gtfs::81403,metro_rail_gtfs::80409,883.8473269747574,883.8473269748501,9.276845958083868e-11,1.0495982365910142e-11,882.8473269747922,882.8473269747922,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80418,16299.708843430139,16299.708843431856,1.7171259969472885e-09,1.0534703493427148e-11,16288.708843430806,16288.708843430806,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80417,16138.529651168297,16138.529651170014,1.7171259969472885e-09,1.0639915990258646e-11,16127.529651168961,16127.529651168961,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80419,18392.565732816514,18392.56573281849,1.9754224922508e-09,1.0740331288995737e-11,18379.56573281729,18379.56573281729,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80112,34493.68272245469,34493.68272245843,3.739842213690281e-09,1.0842107651369217e-11,34469.68272245597,34469.68272245597,0.0,0.0
metro_rail_gtfs::80132,metro_rail_gtfs::80112,26800.277496478127,26800.277496481052,2.9249349609017372e-09,1.091382341576914e-11,26781.2774964792,26781.2774964792,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80417,17095.298676423943,17095.298676425828,1.8844730220735073e-09,1.1023340730936607e-11,17083.298676424667,17083.298676424667,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80419,19349.334758072157,19349.334758074307,2.1500454749912024e-09,1.1111728138840775e-11,19335.334758072997,19335.334758072997,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80418,17815.966666908418,17815.96666691042,2.000888343900442e-09,1.1230871618192434e-11,17802.966666909193,17802.966666909193,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80423,34888.847082221226,34888.847082225235,4.009052645415068e-09,1.1490928995065629e-11,34867.847082222666,34867.847082222666,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80419,20454.267978550048,20454.26797855241,2.3610482458025217e-09,1.1543059122323528e-11,20439.267978550983,20439.267978550983,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80410,2547.0363253695605,2547.036325369858,2.9740476747974753e-10,1.1676502785510756e-11,2544.0363253696632,2544.0363253696632,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::80418,18920.89988738631,18920.89988738852,2.2118911147117615e-09,1.1690200402076687e-11,18906.89988738718,18906.89988738718,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::80409,1673.0179017088885,1673.0179017090877,1.9917933968827128e-10,1.190539201552006e-11,1671.0179017089554,1671.0179017089554,0.0,0.0
metro_rail_gtfs::80139,metro_rail_gtfs::80401,34661.829458434324,34661.82945843861,4.285539034754038e-09,1.2363857019991282e-11,34633.82945843609,34633.82945843609,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80410,3106.525123592205,3106.52512359259,3.8471625884994864e-10,1.2384134798339733e-11,3102.52512359234,3102.52512359234,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80419,21920.211152393804,21920.211152396594,2.790329745039344e-09,1.2729483879696227e-11,21904.211152394866,21904.211152394866,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80417,19666.175070745594,19666.175070748104,2.510205376893282e-09,1.2764075209659537e-11,19652.175070746536,19652.175070746536,0.0,0.0
metro_rail_gtfs::81402,metro_rail_gtfs::81403,789.1705747341312,789.1705747342321,1.0095391189679503e-10,1.2792407006660893e-11,788.1705747341633,788.1705747341633,0.0,0.0
metro_rail_gtfs::81401,metro_rail_gtfs::80409,2232.5066999315322,2232.5066999318187,2.864908310584724e-10,1.2832697481591372e-11,2229.5066999316323,2229.5066999316323,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::80410,4063.294148847865,4063.2941488483866,5.215952114667743e-10,1.2836757378607974e-11,4058.294148848048,4058.294148848048,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80418,20386.843061230073,20386.8430612327,2.6266206987202168e-09,1.2883901106372354e-11,20371.843061231062,20371.843061231062,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80401,33224.133342745474,33224.13334274976,4.285539034754038e-09,1.2898873811225508e-11,33197.133342747235,33197.133342747235,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80401,32054.840538543795,32054.84053854803,4.234607331454754e-09,1.3210508180076337e-11,32028.84053854552,32028.84053854552,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80418,21269.36359828694,21269.363598289805,2.86672729998827e-09,1.3478199696671505e-11,21253.36359828801,21253.36359828801,0.0,0.0
metro_rail_gtfs::80122,metro_rail_gtfs::81403,2305.42839821244,2305.428398212751,3.1104718800634146e-10,1.3491947450960445e-11,2302.428398212548,2302.428398212548,0.0,0.0
metro_rail_gtfs::80132,metro_rail_gtfs::80401,24361.43531256735,24361.435312570684,3.332388587296009e-09,1.3678950129744314e-11,24340.435312568763,24340.435312568763,0.0,0.0
metro_rail_gtfs::80121,metro_rail_gtfs::81403,3410.361618690363,3410.361618690832,4.69299266114831e-10,1.3760982517010906e-11,3406.361618690534,3406.361618690534,0.0,0.0
metro_rail_gtfs::80139,metro_rail_gtfs::80423,55619.25344026984,55619.253440277615,7.777998689562082e-09,1.3984363702247398e-11,55583.25344027263,55583.25344027263,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80423,54181.557324580965,54181.55732458876,7.792550604790449e-09,1.438229351383952e-11,54146.55732458378,54146.55732458378,0.0,0.0
metro_rail_gtfs::80132,metro_rail_gtfs::80423,45318.859294402755,45318.85929440944,6.686605047434568e-09,1.4754574919895256e-11,45289.85929440531,45289.85929440531,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80132,8862.698030178191,8862.698030179527,1.3351382222026587e-09,1.5064692689025474e-11,8856.698030178482,8856.698030178482,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80119,3818.0683842917274,3818.0683842923313,6.039044819772243e-10,1.5817015862308917e-11,3815.068384291897,3815.068384291897,0.0,0.0
metro_rail_gtfs::80139,metro_rail_gtfs::80120,23973.2736650486,23973.273665052395,3.794411895796657e-09,1.5827675222048006e-11,23955.273665049805,23955.273665049805,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80417,38672.11304596061,38672.11304596679,6.184563972055912e-09,1.5992309405761587e-11,38644.113045962884,38644.113045962884,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80419,40926.14912760878,40926.14912761535,6.56291376799345e-09,1.603599143308137e-11,40896.14912761121,40896.14912761121,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80418,39392.78103644506,39392.78103645142,6.359186954796314e-09,1.6143026177595785e-11,39363.781036447406,39363.781036447406,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80119,23993.299163708754,23993.29916371264,3.8853613659739494e-09,1.6193526948769023e-11,23975.29916370996,23975.29916370996,0.0,0.0
metro_rail_gtfs::80139,metro_rail_gtfs::80409,27373.079014614465,27373.079014618925,4.46016201749444e-09,1.6293972684304763e-11,27351.079014616123,27351.079014616123,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80132,7693.40522597649,7693.405225977769,1.278749550692737e-09,1.662137263191451e-11,7688.405225976763,7688.405225976763,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::80120,22535.577549359747,22535.577549363537,3.790773916989565e-09,1.68212858476186e-11,22518.577549360954,22518.577549360954,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::80409,5760.152119508866,5760.152119509844,9.777068044058979e-10,1.6973628198021637e-11,5754.152119509213,5754.152119509213,0.0,0.0
metro_rail_gtfs::80138,metro_rail_gtfs::81403,25051.535571950866,25051.535571955155,4.2891770135611296e-09,1.7121413580585205e-11,25031.53557195248,25031.53557195248,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80119,4700.588921348615,4700.58892134943,8.149072527885437e-10,1.7336279909257498e-11,4696.588921348846,4696.588921348846,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80120,21366.284745158056,21366.2847451618,3.743480192497373e-09,1.7520501281092893e-11,21350.28474515924,21350.28474515924,0.0,0.0
metro_rail_gtfs::80123,metro_rail_gtfs::81403,4876.304792534116,4876.304792534971,8.549250196665525e-10,1.7532230983089664e-11,4871.304792534421,4871.304792534421,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80410,25640.108518384593,25640.108518389152,4.558387445285916e-09,1.777834692867013e-11,25619.108518386263,25619.108518386263,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80409,24766.09009472392,24766.09009472833,4.409230314195156e-09,1.780349783648119e-11,24746.090094725554,24746.090094725554,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80123,19005.93797521534,19005.937975218767,3.4269760362803936e-09,1.8031080816686532e-11,18991.937975216344,18991.937975216344,0.0,0.0
metro_rail_gtfs::80137,metro_rail_gtfs::80124,18123.41743815847,18123.417438161774,3.3032847568392754e-09,1.822661078193939e-11,18110.417438159395,18110.417438159395,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::81403,5758.825329590981,5758.825329592059,1.07775122160092e-09,1.8714775321679483e-11,5752.82532959137,5752.82532959137,0.0,0.0
metro_rail_gtfs::80132,metro_rail_gtfs::80119,15130.601133530528,15130.601133533439,2.9103830456733704e-09,1.9235078765137406e-11,15118.60113353148,15118.60113353148,0.0,0.0
metro_rail_gtfs::80132,metro_rail_gtfs::80120,13672.879519181526,13672.879519184346,2.8194335754960775e-09,2.0620627655942748e-11,13661.879519182476,13661.879519182476,0.0,0.0
metro_rail_gtfs::80124,metro_rail_gtfs::80120,3242.867306999633,3242.8673070003288,6.957634468562901e-10,2.1455193228366308e-11,3239.8673069998426,3239.8673069998426,0.0,0.0
